,Loss_D,Loss_G,Accu_D
0,1.4750046730041504,0.8035599589347839,0.486820787191391
1,1.2720818519592285,1.2326486110687256,0.6916927099227905
2,0.7139735221862793,1.8555982112884521,0.7151190638542175
3,0.5224783420562744,1.7523210048675537,0.7674424052238464
4,0.5965392589569092,1.9886584281921387,0.7690529227256775
5,0.2757209539413452,1.7247884273529053,0.9068748950958252
6,0.2930821180343628,2.1704225540161133,0.8949240446090698
7,0.34636223316192627,2.2298264503479004,0.922225832939148
8,0.34642481803894043,3.1472411155700684,0.8899348974227905
9,0.3825886845588684,2.2382144927978516,0.8110594153404236
10,0.2567833662033081,2.375580310821533,0.9017112255096436
11,0.31108254194259644,2.632472515106201,0.9320774674415588
12,0.270443856716156,3.6587374210357666,0.9068506360054016
13,0.41475701332092285,3.298905372619629,0.8060214519500732
14,0.2782815098762512,2.6850318908691406,0.8505182862281799
15,0.23599064350128174,2.6736841201782227,0.941749095916748
16,0.22890906035900116,4.234003067016602,0.9365819692611694
17,0.2113252878189087,3.8673276901245117,0.8682914972305298
18,0.23951122164726257,1.8658065795898438,0.8524377346038818
19,0.2989615499973297,3.534919261932373,0.933151125907898
20,0.36258766055107117,4.8235344886779785,0.8502510190010071
21,0.23868440091609955,3.9224088191986084,0.8399500250816345
22,0.2682340145111084,3.844402313232422,0.8797489404678345
23,0.3459922671318054,5.476997375488281,0.9317660331726074
24,0.47237783670425415,3.498816967010498,0.7371722459793091
25,0.5701602697372437,6.322370529174805,0.9018545150756836
26,0.4874621629714966,3.1934003829956055,0.6899632215499878
27,0.2589300870895386,4.374040126800537,0.9568313956260681
28,0.19906917214393616,3.834545135498047,0.8998090624809265
29,0.3091059923171997,3.5998997688293457,0.8959726691246033
30,0.18281328678131104,4.777496814727783,0.9431934952735901
31,0.2761787474155426,3.3620247840881348,0.852483332157135
32,0.25725430250167847,3.453519344329834,0.900680661201477
33,0.23842546343803406,4.370002746582031,0.9428314566612244
34,0.4500214159488678,4.997722148895264,0.8582585453987122
35,0.43829408288002014,2.5381531715393066,0.7451188564300537
36,0.8356605768203735,7.765958786010742,0.9634901285171509
37,1.0505061149597168,4.3432722091674805,0.5432769060134888
38,0.4620286524295807,5.213732719421387,0.9585182070732117
39,0.5195125341415405,6.226108551025391,0.8586103320121765
40,0.5291593670845032,3.2696733474731445,0.7094851732254028
41,1.0454367399215698,8.255609512329102,0.9740394353866577
42,1.8251771926879883,2.6305761337280273,0.2844100892543793
43,0.993902325630188,6.955096244812012,0.9875156879425049
44,0.4343571066856384,5.432106971740723,0.7235122919082642
45,0.28163331747055054,2.427612066268921,0.8218110799789429
46,0.8081482648849487,6.83128023147583,0.9529942274093628
47,0.7863101959228516,2.8426637649536133,0.570705235004425
48,0.29621100425720215,3.750880241394043,0.9525796175003052
49,0.42420804500579834,6.551036357879639,0.9414379000663757
50,0.33207064867019653,5.136974334716797,0.7617619037628174
51,0.29256322979927063,3.778494358062744,0.8858267664909363
52,0.3451475501060486,4.9777092933654785,0.9337944984436035
53,0.5229421854019165,4.459067344665527,0.7540863752365112
54,0.5906255841255188,4.787868499755859,0.7825548052787781
55,0.5018194317817688,4.650425910949707,0.8072459101676941
56,0.8339847326278687,8.323761940002441,0.882050633430481
57,1.2341216802597046,3.773451566696167,0.5192583203315735
58,0.812439501285553,8.632927894592285,0.9843578338623047
59,0.18610361218452454,8.59532642364502,0.8496213555335999
60,0.2734798192977905,3.7183237075805664,0.8301624655723572
61,0.5767369270324707,6.941550254821777,0.9838830828666687
62,0.2591646909713745,6.2380523681640625,0.84869784116745
63,0.23639942705631256,3.238041877746582,0.8395934104919434
64,0.9377526044845581,9.242554664611816,0.9397804141044617
65,1.2397360801696777,5.263743877410889,0.4447203278541565
66,0.3111325800418854,4.480215072631836,0.9689264893531799
67,0.7335382103919983,11.604923248291016,0.9831328392028809
68,1.1009416580200195,6.783783912658691,0.5237025022506714
69,0.07645431160926819,2.4445252418518066,0.9575067758560181
70,1.0732030868530273,10.029708862304688,0.9925674796104431
71,0.4814607799053192,9.815168380737305,0.6871352195739746
72,0.44185319542884827,3.5583078861236572,0.7361883521080017
73,1.1933261156082153,9.844259262084961,0.9620133638381958
74,0.6817570328712463,6.34909725189209,0.6140657067298889
75,0.293307900428772,3.1092772483825684,0.8578482866287231
76,1.2769224643707275,10.790889739990234,0.9427924752235413
77,2.028592824935913,6.626718997955322,0.30285754799842834
78,0.097994863986969,2.861356735229492,0.9328440427780151
79,0.6215835809707642,8.106695175170898,0.982589066028595
80,0.13115784525871277,8.587267875671387,0.9112846851348877
81,0.1900070309638977,5.646799564361572,0.8789404630661011
82,0.18506747484207153,3.5560829639434814,0.8966241478919983
83,0.320451021194458,6.717193603515625,0.9635817408561707
84,0.12652291357517242,5.4937310218811035,0.932300329208374
85,0.27995097637176514,3.550323486328125,0.8222389221191406
86,0.2634047865867615,4.992667198181152,0.9577480554580688
87,0.18819275498390198,5.012770175933838,0.9156336784362793
88,0.32203587889671326,5.961819648742676,0.8757451772689819
89,0.20544274151325226,6.690854072570801,0.9342827200889587
90,0.231355220079422,5.035806179046631,0.8796746134757996
91,0.2860562801361084,6.882791042327881,0.9382994771003723
92,0.2439229041337967,6.539792060852051,0.9106009006500244
93,0.5072121620178223,4.137385368347168,0.7682955265045166
94,0.8378809094429016,11.554182052612305,0.9357702732086182
95,1.6487786769866943,5.441431522369385,0.46718311309814453
96,0.34067079424858093,5.667309284210205,0.9770540595054626
97,0.18666474521160126,6.903518199920654,0.9665722846984863
98,0.09514592587947845,5.765926837921143,0.9306202530860901
99,0.40307724475860596,5.564929485321045,0.8688391447067261
100,0.1973167061805725,6.7180681228637695,0.9367145895957947
101,0.2998855412006378,5.245849609375,0.8257673978805542
102,0.22990848124027252,3.0279064178466797,0.881780743598938
103,0.6692898273468018,11.551689147949219,0.960655927658081
104,1.4000053405761719,4.127603530883789,0.44821950793266296
105,0.25226035714149475,4.002195835113525,0.9532907605171204
106,0.43280908465385437,7.629705905914307,0.9616535305976868
107,0.14464281499385834,7.481494426727295,0.8853597640991211
108,0.5158634185791016,2.594137668609619,0.7202293276786804
109,0.2887636721134186,5.308020114898682,0.9768245220184326
110,0.09255581349134445,5.986372470855713,0.9500428438186646
111,0.1517760306596756,3.98765230178833,0.9119791388511658
112,0.26333943009376526,2.555215358734131,0.8666349053382874
113,0.6207547783851624,8.68751335144043,0.9337177872657776
114,0.8242089748382568,4.902048110961914,0.6312874555587769
115,0.19415917992591858,2.458859920501709,0.8993524312973022
116,1.2931325435638428,11.90533447265625,0.9808553457260132
117,1.1397950649261475,8.36851692199707,0.46936413645744324
118,0.13449646532535553,4.350754261016846,0.9000536799430847
119,0.5749641060829163,7.649402141571045,0.9845776557922363
120,0.13784487545490265,7.703277111053467,0.8959383964538574
121,0.13185188174247742,5.702630996704102,0.8961549401283264
122,0.06698936223983765,4.268804550170898,0.9639759659767151
123,0.1319047510623932,5.584922790527344,0.9878565669059753
124,0.11776798218488693,6.2880964279174805,0.9519665837287903
125,0.18004605174064636,5.790739059448242,0.9322732090950012
126,0.1416211724281311,5.7956390380859375,0.9431999325752258
127,0.25140488147735596,5.2964701652526855,0.9143700003623962
128,0.2794601023197174,5.2819600105285645,0.8915714621543884
129,0.3087230324745178,7.364902973175049,0.9424248933792114
130,0.30040571093559265,5.725512504577637,0.8291730880737305
131,0.1903485357761383,4.546061992645264,0.9093313813209534
132,0.4311247169971466,8.330275535583496,0.9541411399841309
133,0.19376051425933838,6.744652271270752,0.8594518303871155
134,0.11230102181434631,5.5884857177734375,0.9359419941902161
135,0.32935357093811035,6.129156112670898,0.918745219707489
