,Loss_D,Loss_G
0,1.1986494064331055,0.5256850719451904
1,0.9554517269134521,1.1710896492004395
2,0.606309175491333,1.1967847347259521
3,0.5564470291137695,1.3294689655303955
4,0.16690976917743683,2.177567958831787
5,0.24828681349754333,2.4027347564697266
6,0.17788273096084595,2.111288547515869
7,0.13398294150829315,2.3811190128326416
8,0.12790866196155548,2.5413260459899902
9,0.20471647381782532,3.148859977722168
10,0.18122057616710663,2.8187978267669678
11,0.14153560996055603,3.1001334190368652
12,0.1237122118473053,3.111818790435791
13,0.11127234995365143,3.078658103942871
14,0.19788402318954468,3.182551622390747
15,0.11635352671146393,3.3302950859069824
16,0.13743415474891663,3.3848602771759033
17,0.11667624115943909,2.3957173824310303
18,0.08693094551563263,3.3686373233795166
19,0.07554426789283752,3.433357000350952
20,0.07788817584514618,4.766036033630371
21,0.11530058830976486,4.104847431182861
22,0.054005589336156845,4.556334495544434
23,0.057158589363098145,4.235861301422119
24,0.04674068093299866,4.334929466247559
25,0.08119992911815643,4.09434700012207
26,0.06678223609924316,4.451432704925537
27,0.055083759129047394,4.43634557723999
28,0.054633304476737976,4.4432597160339355
29,0.030840400606393814,4.427656173706055
30,0.05634749308228493,3.8943259716033936
31,0.037841055542230606,4.123589992523193
32,0.09669225662946701,5.216019630432129
33,0.08098196983337402,5.161535739898682
34,0.04382840916514397,5.555826187133789
35,0.08767644315958023,5.185449123382568
36,0.09079399704933167,5.320481777191162
37,0.07251907885074615,6.2925591468811035
38,0.12547002732753754,4.490170955657959
39,0.05058834329247475,5.262287616729736
40,0.17369087040424347,5.510178565979004
41,0.10706038773059845,5.918635845184326
42,0.06475771963596344,6.182481288909912
43,0.07947344332933426,4.325018882751465
44,0.1681135892868042,4.897124290466309
45,0.11092235147953033,4.713816165924072
46,0.1757935732603073,5.809779167175293
47,0.1631908416748047,5.575509548187256
48,0.1302022933959961,4.040018081665039
49,0.08969924598932266,5.738351345062256
50,0.28313592076301575,0.9743993878364563
51,1.1055470705032349,10.002541542053223
52,2.083404779434204,4.100800514221191
53,0.463422030210495,4.934512615203857
54,0.05206088721752167,5.742651462554932
55,0.1941533386707306,3.4663548469543457
56,0.09701091796159744,3.3214259147644043
57,0.39401209354400635,6.453768730163574
58,0.5314468741416931,2.567218780517578
59,0.1844693422317505,2.863325595855713
60,0.4692104160785675,7.575466156005859
61,0.40530362725257874,5.593903541564941
62,0.21653592586517334,3.3073527812957764
63,0.1728721708059311,3.7223751544952393
64,0.2802436947822571,6.564732551574707
65,0.22794601321220398,5.502828598022461
66,0.14377978444099426,3.5709574222564697
67,0.29974374175071716,5.735950469970703
68,0.3288078010082245,3.720564126968384
69,0.38499900698661804,6.6473164558410645
70,0.18080875277519226,3.752736806869507
71,0.07205679267644882,3.857180595397949
72,0.1908884346485138,5.016812324523926
73,0.14584819972515106,4.006340980529785
74,0.31208059191703796,4.490073204040527
75,0.15946513414382935,4.036731243133545
76,0.12683522701263428,3.5131850242614746
77,0.17515695095062256,4.94803524017334
78,0.19694118201732635,4.241151332855225
79,0.38235583901405334,6.5721564292907715
80,0.20280732214450836,5.365653038024902
81,0.19299796223640442,5.312303066253662
82,0.16330981254577637,3.1405279636383057
83,0.1644309163093567,3.019836187362671
84,0.41643115878105164,8.445262908935547
85,0.36264505982398987,2.3052361011505127
86,0.625813901424408,9.501726150512695
87,0.6712960600852966,4.172671318054199
88,0.38295695185661316,5.882898807525635
89,0.044327009469270706,7.090728759765625
90,0.1842716634273529,6.017205715179443
91,0.1957283616065979,4.940989971160889
92,0.2169143706560135,5.302545070648193
93,0.3082982301712036,7.16424036026001
94,0.41868677735328674,2.8428146839141846
95,0.8893744945526123,10.285687446594238
96,1.0717064142227173,5.84843111038208
97,0.16836845874786377,4.182745933532715
98,0.26526108384132385,7.270694732666016
99,0.7021397948265076,4.547794342041016
100,1.0163286924362183,12.562374114990234
101,2.5903244018554688,2.8132805824279785
102,0.48762625455856323,3.6388468742370605
103,0.5231985449790955,9.933088302612305
104,0.33489543199539185,8.836641311645508
105,0.15437613427639008,4.327882289886475
106,0.308257520198822,4.579955101013184
107,0.32072913646698,7.4445295333862305
108,0.45884737372398376,3.79390287399292
109,1.1249223947525024,11.51844596862793
110,3.4568326473236084,5.2411980628967285
111,0.2724102735519409,3.6512176990509033
112,0.3901825249195099,7.046953201293945
113,0.059637267142534256,7.332363605499268
114,0.22261011600494385,5.27535343170166
115,0.10482074320316315,5.216190338134766
116,0.073018379509449,5.680280685424805
117,0.07534008473157883,4.491618633270264
118,0.30592453479766846,7.572018623352051
119,0.1915091723203659,7.503986835479736
120,0.3338036835193634,4.992074012756348
121,0.11413019895553589,3.4487528800964355
